tilt : 682, real_tilt ; 59, pan : 682, real_pan : 1
tilt : 842, real_tilt ; 841, pan : 762, real_pan : 782
tilt : 842, real_tilt ; 841, pan : 778, real_pan : 762
tilt : 842, real_tilt ; 841, pan : 794, real_pan : 773
tilt : 842, real_tilt ; 841, pan : 810, real_pan : 786
tilt : 842, real_tilt ; 841, pan : 826, real_pan : 799
tilt : 842, real_tilt ; 841, pan : 842, real_pan : 818
tilt : 842, real_tilt ; 841, pan : 858, real_pan : 834
tilt : 842, real_tilt ; 841, pan : 874, real_pan : 849
tilt : 842, real_tilt ; 841, pan : 890, real_pan : 865
tilt : 842, real_tilt ; 841, pan : 906, real_pan : 880
tilt : 842, real_tilt ; 841, pan : 922, real_pan : 896
tilt : 842, real_tilt ; 841, pan : 938, real_pan : 913
tilt : 842, real_tilt ; 841, pan : 954, real_pan : 929
tilt : 842, real_tilt ; 841, pan : 970, real_pan : 944
tilt : 842, real_tilt ; 841, pan : 986, real_pan : 962
tilt : 842, real_tilt ; 841, pan : 1002, real_pan : 976
tilt : 842, real_tilt ; 841, pan : 1018, real_pan : 993
tilt : 842, real_tilt ; 841, pan : 1034, real_pan : 1008
tilt : 842, real_tilt ; 841, pan : 1050, real_pan : 1025
tilt : 842, real_tilt ; 841, pan : 1066, real_pan : 1041
tilt : 842, real_tilt ; 841, pan : 1082, real_pan : 1057
tilt : 842, real_tilt ; 841, pan : 1098, real_pan : 1072
tilt : 842, real_tilt ; 841, pan : 1114, real_pan : 1089
tilt : 842, real_tilt ; 841, pan : 1130, real_pan : 1105
tilt : 842, real_tilt ; 841, pan : 1146, real_pan : 1120
tilt : 842, real_tilt ; 841, pan : 1162, real_pan : 1137
tilt : 842, real_tilt ; 841, pan : 1178, real_pan : 1153
tilt : 842, real_tilt ; 841, pan : 1194, real_pan : 1168
tilt : 842, real_tilt ; 841, pan : 1210, real_pan : 1184
tilt : 842, real_tilt ; 841, pan : 1226, real_pan : 1201
tilt : 842, real_tilt ; 841, pan : 1242, real_pan : 1216
tilt : 842, real_tilt ; 841, pan : 1258, real_pan : 1232
tilt : 842, real_tilt ; 841, pan : 1274, real_pan : 1248
tilt : 842, real_tilt ; 841, pan : 1290, real_pan : 1264
tilt : 842, real_tilt ; 841, pan : 1306, real_pan : 1281
tilt : 842, real_tilt ; 841, pan : 1322, real_pan : 1296
tilt : 842, real_tilt ; 841, pan : 1338, real_pan : 1312
tilt : 842, real_tilt ; 841, pan : 1354, real_pan : 1329
tilt : 858, real_tilt ; 849, pan : 682, real_pan : 1353
tilt : 858, real_tilt ; 856, pan : 698, real_pan : 1283
tilt : 858, real_tilt ; 857, pan : 714, real_pan : 1150
tilt : 858, real_tilt ; 857, pan : 730, real_pan : 1014
tilt : 858, real_tilt ; 857, pan : 746, real_pan : 883
tilt : 858, real_tilt ; 857, pan : 762, real_pan : 781
tilt : 858, real_tilt ; 857, pan : 778, real_pan : 762
tilt : 858, real_tilt ; 857, pan : 794, real_pan : 773
tilt : 858, real_tilt ; 857, pan : 810, real_pan : 787
tilt : 858, real_tilt ; 857, pan : 826, real_pan : 799
tilt : 858, real_tilt ; 857, pan : 842, real_pan : 819
tilt : 858, real_tilt ; 857, pan : 858, real_pan : 835
tilt : 858, real_tilt ; 857, pan : 874, real_pan : 849
tilt : 858, real_tilt ; 857, pan : 890, real_pan : 865
tilt : 858, real_tilt ; 857, pan : 906, real_pan : 880
tilt : 858, real_tilt ; 857, pan : 922, real_pan : 896
tilt : 858, real_tilt ; 857, pan : 938, real_pan : 913
tilt : 858, real_tilt ; 857, pan : 954, real_pan : 929
tilt : 858, real_tilt ; 857, pan : 970, real_pan : 946
tilt : 858, real_tilt ; 857, pan : 986, real_pan : 960
tilt : 858, real_tilt ; 856, pan : 1002, real_pan : 978
tilt : 858, real_tilt ; 857, pan : 1018, real_pan : 992
tilt : 858, real_tilt ; 857, pan : 1034, real_pan : 1010
tilt : 858, real_tilt ; 857, pan : 1050, real_pan : 1025
tilt : 858, real_tilt ; 857, pan : 1066, real_pan : 1042
tilt : 858, real_tilt ; 856, pan : 1082, real_pan : 1057
tilt : 858, real_tilt ; 857, pan : 1098, real_pan : 1073
tilt : 858, real_tilt ; 857, pan : 1114, real_pan : 1089
tilt : 858, real_tilt ; 857, pan : 1130, real_pan : 1105
tilt : 858, real_tilt ; 857, pan : 1146, real_pan : 1121
tilt : 858, real_tilt ; 857, pan : 1162, real_pan : 1137
tilt : 858, real_tilt ; 857, pan : 1178, real_pan : 1153
tilt : 858, real_tilt ; 857, pan : 1194, real_pan : 1169
tilt : 858, real_tilt ; 857, pan : 1210, real_pan : 1185
tilt : 858, real_tilt ; 856, pan : 1226, real_pan : 1201
tilt : 858, real_tilt ; 857, pan : 1242, real_pan : 1217
tilt : 858, real_tilt ; 857, pan : 1258, real_pan : 1233
tilt : 858, real_tilt ; 857, pan : 1274, real_pan : 1248
tilt : 858, real_tilt ; 857, pan : 1290, real_pan : 1265
tilt : 858, real_tilt ; 856, pan : 1306, real_pan : 1281
tilt : 858, real_tilt ; 856, pan : 1322, real_pan : 1297
tilt : 858, real_tilt ; 857, pan : 1338, real_pan : 1312
tilt : 858, real_tilt ; 857, pan : 1354, real_pan : 1329
tilt : 874, real_tilt ; 865, pan : 682, real_pan : 1353
tilt : 874, real_tilt ; 871, pan : 698, real_pan : 1284
tilt : 874, real_tilt ; 873, pan : 714, real_pan : 1150
tilt : 874, real_tilt ; 873, pan : 730, real_pan : 1014
tilt : 874, real_tilt ; 873, pan : 746, real_pan : 883
tilt : 874, real_tilt ; 873, pan : 762, real_pan : 781
tilt : 874, real_tilt ; 873, pan : 778, real_pan : 762
tilt : 874, real_tilt ; 873, pan : 794, real_pan : 772
tilt : 874, real_tilt ; 873, pan : 810, real_pan : 787
tilt : 874, real_tilt ; 873, pan : 826, real_pan : 799
tilt : 874, real_tilt ; 873, pan : 842, real_pan : 819
tilt : 874, real_tilt ; 873, pan : 858, real_pan : 835
tilt : 874, real_tilt ; 873, pan : 874, real_pan : 848
tilt : 874, real_tilt ; 873, pan : 890, real_pan : 865
tilt : 874, real_tilt ; 873, pan : 906, real_pan : 881
tilt : 874, real_tilt ; 873, pan : 922, real_pan : 895
tilt : 874, real_tilt ; 873, pan : 938, real_pan : 915
tilt : 874, real_tilt ; 873, pan : 954, real_pan : 930
tilt : 874, real_tilt ; 873, pan : 970, real_pan : 944
tilt : 874, real_tilt ; 873, pan : 986, real_pan : 962
tilt : 874, real_tilt ; 873, pan : 1002, real_pan : 977
tilt : 874, real_tilt ; 874, pan : 1018, real_pan : 993
tilt : 874, real_tilt ; 873, pan : 1034, real_pan : 1008
tilt : 874, real_tilt ; 873, pan : 1050, real_pan : 1025
tilt : 874, real_tilt ; 873, pan : 1066, real_pan : 1041
tilt : 874, real_tilt ; 873, pan : 1082, real_pan : 1057
tilt : 874, real_tilt ; 873, pan : 1098, real_pan : 1072
tilt : 874, real_tilt ; 873, pan : 1114, real_pan : 1089
tilt : 874, real_tilt ; 873, pan : 1130, real_pan : 1105
tilt : 874, real_tilt ; 873, pan : 1146, real_pan : 1120
tilt : 874, real_tilt ; 873, pan : 1162, real_pan : 1137
tilt : 874, real_tilt ; 873, pan : 1178, real_pan : 1152
tilt : 874, real_tilt ; 873, pan : 1194, real_pan : 1168
tilt : 874, real_tilt ; 873, pan : 1210, real_pan : 1184
tilt : 874, real_tilt ; 873, pan : 1226, real_pan : 1201
tilt : 874, real_tilt ; 873, pan : 1242, real_pan : 1216
tilt : 874, real_tilt ; 873, pan : 1258, real_pan : 1233
tilt : 874, real_tilt ; 873, pan : 1274, real_pan : 1249
tilt : 874, real_tilt ; 873, pan : 1290, real_pan : 1265
tilt : 874, real_tilt ; 873, pan : 1306, real_pan : 1281
tilt : 874, real_tilt ; 873, pan : 1322, real_pan : 1296
tilt : 874, real_tilt ; 872, pan : 1338, real_pan : 1312
tilt : 874, real_tilt ; 873, pan : 1354, real_pan : 1328
tilt : 890, real_tilt ; 881, pan : 682, real_pan : 1353
tilt : 890, real_tilt ; 888, pan : 698, real_pan : 1286
tilt : 890, real_tilt ; 889, pan : 714, real_pan : 1153
tilt : 890, real_tilt ; 889, pan : 730, real_pan : 1017
tilt : 890, real_tilt ; 889, pan : 746, real_pan : 886
tilt : 890, real_tilt ; 889, pan : 762, real_pan : 782
tilt : 890, real_tilt ; 889, pan : 778, real_pan : 762
tilt : 890, real_tilt ; 889, pan : 794, real_pan : 773
tilt : 890, real_tilt ; 889, pan : 810, real_pan : 787
tilt : 890, real_tilt ; 889, pan : 826, real_pan : 799
tilt : 890, real_tilt ; 889, pan : 842, real_pan : 818
tilt : 890, real_tilt ; 889, pan : 858, real_pan : 834
tilt : 890, real_tilt ; 889, pan : 874, real_pan : 849
tilt : 890, real_tilt ; 889, pan : 890, real_pan : 864
tilt : 890, real_tilt ; 889, pan : 906, real_pan : 881
tilt : 890, real_tilt ; 889, pan : 922, real_pan : 895
tilt : 890, real_tilt ; 889, pan : 938, real_pan : 913
tilt : 890, real_tilt ; 889, pan : 954, real_pan : 930
tilt : 890, real_tilt ; 889, pan : 970, real_pan : 944
tilt : 890, real_tilt ; 889, pan : 986, real_pan : 962
tilt : 890, real_tilt ; 889, pan : 1002, real_pan : 977
tilt : 890, real_tilt ; 889, pan : 1018, real_pan : 993
tilt : 890, real_tilt ; 889, pan : 1034, real_pan : 1008
tilt : 890, real_tilt ; 889, pan : 1050, real_pan : 1025
tilt : 890, real_tilt ; 889, pan : 1066, real_pan : 1041
tilt : 890, real_tilt ; 889, pan : 1082, real_pan : 1057
tilt : 890, real_tilt ; 889, pan : 1098, real_pan : 1072
tilt : 890, real_tilt ; 889, pan : 1114, real_pan : 1089
tilt : 890, real_tilt ; 889, pan : 1130, real_pan : 1105
tilt : 890, real_tilt ; 889, pan : 1146, real_pan : 1121
tilt : 890, real_tilt ; 889, pan : 1162, real_pan : 1137
tilt : 890, real_tilt ; 889, pan : 1178, real_pan : 1152
tilt : 890, real_tilt ; 889, pan : 1194, real_pan : 1168
tilt : 890, real_tilt ; 889, pan : 1210, real_pan : 1184
tilt : 890, real_tilt ; 889, pan : 1226, real_pan : 1201
tilt : 890, real_tilt ; 889, pan : 1242, real_pan : 1217
tilt : 890, real_tilt ; 889, pan : 1258, real_pan : 1232
tilt : 890, real_tilt ; 889, pan : 1274, real_pan : 1248
tilt : 890, real_tilt ; 889, pan : 1290, real_pan : 1264
tilt : 890, real_tilt ; 889, pan : 1306, real_pan : 1281
tilt : 890, real_tilt ; 889, pan : 1322, real_pan : 1296
tilt : 890, real_tilt ; 889, pan : 1338, real_pan : 1312
tilt : 890, real_tilt ; 889, pan : 1354, real_pan : 1328
tilt : 906, real_tilt ; 897, pan : 682, real_pan : 1353
tilt : 906, real_tilt ; 904, pan : 698, real_pan : 1286
tilt : 906, real_tilt ; 905, pan : 714, real_pan : 1153
tilt : 906, real_tilt ; 905, pan : 730, real_pan : 1017
tilt : 906, real_tilt ; 905, pan : 746, real_pan : 886
tilt : 906, real_tilt ; 905, pan : 762, real_pan : 782
tilt : 906, real_tilt ; 905, pan : 778, real_pan : 762
tilt : 906, real_tilt ; 905, pan : 794, real_pan : 772
tilt : 906, real_tilt ; 905, pan : 810, real_pan : 787
tilt : 906, real_tilt ; 905, pan : 826, real_pan : 800
tilt : 906, real_tilt ; 905, pan : 842, real_pan : 818
tilt : 906, real_tilt ; 905, pan : 858, real_pan : 835
tilt : 906, real_tilt ; 905, pan : 874, real_pan : 849
tilt : 906, real_tilt ; 905, pan : 890, real_pan : 865
tilt : 906, real_tilt ; 905, pan : 906, real_pan : 880
tilt : 906, real_tilt ; 905, pan : 922, real_pan : 895
tilt : 906, real_tilt ; 905, pan : 938, real_pan : 914
tilt : 906, real_tilt ; 905, pan : 954, real_pan : 930
tilt : 906, real_tilt ; 905, pan : 970, real_pan : 944
tilt : 906, real_tilt ; 905, pan : 986, real_pan : 962
tilt : 906, real_tilt ; 905, pan : 1002, real_pan : 977
tilt : 906, real_tilt ; 905, pan : 1018, real_pan : 993
tilt : 906, real_tilt ; 905, pan : 1034, real_pan : 1009
tilt : 906, real_tilt ; 905, pan : 1050, real_pan : 1026
tilt : 906, real_tilt ; 905, pan : 1066, real_pan : 1041
tilt : 906, real_tilt ; 905, pan : 1082, real_pan : 1057
tilt : 906, real_tilt ; 905, pan : 1098, real_pan : 1073
tilt : 906, real_tilt ; 905, pan : 1114, real_pan : 1089
tilt : 906, real_tilt ; 905, pan : 1130, real_pan : 1105
tilt : 906, real_tilt ; 905, pan : 1146, real_pan : 1121
tilt : 906, real_tilt ; 905, pan : 1162, real_pan : 1137
tilt : 906, real_tilt ; 905, pan : 1178, real_pan : 1153
tilt : 906, real_tilt ; 905, pan : 1194, real_pan : 1168
tilt : 906, real_tilt ; 905, pan : 1210, real_pan : 1184
tilt : 906, real_tilt ; 905, pan : 1226, real_pan : 1201
tilt : 906, real_tilt ; 905, pan : 1242, real_pan : 1217
tilt : 906, real_tilt ; 905, pan : 1258, real_pan : 1233
tilt : 906, real_tilt ; 905, pan : 1274, real_pan : 1249
tilt : 906, real_tilt ; 905, pan : 1290, real_pan : 1265
tilt : 906, real_tilt ; 905, pan : 1306, real_pan : 1281
tilt : 906, real_tilt ; 905, pan : 1322, real_pan : 1297
tilt : 906, real_tilt ; 905, pan : 1338, real_pan : 1313
tilt : 906, real_tilt ; 905, pan : 1354, real_pan : 1329
tilt : 922, real_tilt ; 913, pan : 682, real_pan : 1353
tilt : 922, real_tilt ; 920, pan : 698, real_pan : 1283
tilt : 922, real_tilt ; 921, pan : 714, real_pan : 1150
tilt : 922, real_tilt ; 921, pan : 730, real_pan : 1014
tilt : 922, real_tilt ; 921, pan : 746, real_pan : 883
tilt : 922, real_tilt ; 921, pan : 762, real_pan : 781
tilt : 922, real_tilt ; 921, pan : 778, real_pan : 762
tilt : 922, real_tilt ; 921, pan : 794, real_pan : 773
tilt : 922, real_tilt ; 921, pan : 810, real_pan : 787
tilt : 922, real_tilt ; 921, pan : 826, real_pan : 800
tilt : 922, real_tilt ; 921, pan : 842, real_pan : 818
tilt : 922, real_tilt ; 921, pan : 858, real_pan : 835
tilt : 922, real_tilt ; 921, pan : 874, real_pan : 849
tilt : 922, real_tilt ; 921, pan : 890, real_pan : 865
tilt : 922, real_tilt ; 921, pan : 906, real_pan : 881
tilt : 922, real_tilt ; 921, pan : 922, real_pan : 896
tilt : 922, real_tilt ; 921, pan : 938, real_pan : 914
tilt : 922, real_tilt ; 921, pan : 954, real_pan : 930
tilt : 922, real_tilt ; 921, pan : 970, real_pan : 944
tilt : 922, real_tilt ; 921, pan : 986, real_pan : 962
tilt : 922, real_tilt ; 921, pan : 1002, real_pan : 977
tilt : 922, real_tilt ; 921, pan : 1018, real_pan : 993
tilt : 922, real_tilt ; 921, pan : 1034, real_pan : 1008
tilt : 922, real_tilt ; 921, pan : 1050, real_pan : 1026
tilt : 922, real_tilt ; 921, pan : 1066, real_pan : 1041
tilt : 922, real_tilt ; 921, pan : 1082, real_pan : 1057
tilt : 922, real_tilt ; 921, pan : 1098, real_pan : 1073
tilt : 922, real_tilt ; 921, pan : 1114, real_pan : 1090
tilt : 922, real_tilt ; 921, pan : 1130, real_pan : 1105
tilt : 922, real_tilt ; 921, pan : 1146, real_pan : 1121
tilt : 922, real_tilt ; 921, pan : 1162, real_pan : 1137
tilt : 922, real_tilt ; 921, pan : 1178, real_pan : 1153
tilt : 922, real_tilt ; 921, pan : 1194, real_pan : 1169
tilt : 922, real_tilt ; 921, pan : 1210, real_pan : 1184
tilt : 922, real_tilt ; 921, pan : 1226, real_pan : 1201
tilt : 922, real_tilt ; 921, pan : 1242, real_pan : 1217
tilt : 922, real_tilt ; 921, pan : 1258, real_pan : 1233
tilt : 922, real_tilt ; 921, pan : 1274, real_pan : 1249
tilt : 922, real_tilt ; 921, pan : 1290, real_pan : 1265
tilt : 922, real_tilt ; 921, pan : 1306, real_pan : 1281
tilt : 922, real_tilt ; 921, pan : 1322, real_pan : 1296
tilt : 922, real_tilt ; 921, pan : 1338, real_pan : 1312
tilt : 922, real_tilt ; 921, pan : 1354, real_pan : 1329
tilt : 938, real_tilt ; 929, pan : 682, real_pan : 1352
tilt : 938, real_tilt ; 936, pan : 698, real_pan : 1284
tilt : 938, real_tilt ; 937, pan : 714, real_pan : 1150
tilt : 938, real_tilt ; 937, pan : 730, real_pan : 1014
tilt : 938, real_tilt ; 937, pan : 746, real_pan : 883
tilt : 938, real_tilt ; 937, pan : 762, real_pan : 781
tilt : 938, real_tilt ; 937, pan : 778, real_pan : 762
tilt : 938, real_tilt ; 937, pan : 794, real_pan : 773
tilt : 938, real_tilt ; 937, pan : 810, real_pan : 787
tilt : 938, real_tilt ; 937, pan : 826, real_pan : 800
tilt : 938, real_tilt ; 937, pan : 842, real_pan : 818
tilt : 938, real_tilt ; 937, pan : 858, real_pan : 835
tilt : 938, real_tilt ; 937, pan : 874, real_pan : 849
tilt : 938, real_tilt ; 937, pan : 890, real_pan : 865
tilt : 938, real_tilt ; 937, pan : 906, real_pan : 880
tilt : 938, real_tilt ; 937, pan : 922, real_pan : 896
tilt : 938, real_tilt ; 937, pan : 938, real_pan : 913
tilt : 938, real_tilt ; 937, pan : 954, real_pan : 929
tilt : 938, real_tilt ; 937, pan : 970, real_pan : 944
tilt : 938, real_tilt ; 937, pan : 986, real_pan : 961
tilt : 938, real_tilt ; 937, pan : 1002, real_pan : 977
tilt : 938, real_tilt ; 937, pan : 1018, real_pan : 992
tilt : 938, real_tilt ; 937, pan : 1034, real_pan : 1009
tilt : 938, real_tilt ; 937, pan : 1050, real_pan : 1025
tilt : 938, real_tilt ; 937, pan : 1066, real_pan : 1041
tilt : 938, real_tilt ; 937, pan : 1082, real_pan : 1057
tilt : 938, real_tilt ; 937, pan : 1098, real_pan : 1073
tilt : 938, real_tilt ; 937, pan : 1114, real_pan : 1089
tilt : 938, real_tilt ; 937, pan : 1130, real_pan : 1105
tilt : 938, real_tilt ; 937, pan : 1146, real_pan : 1120
tilt : 938, real_tilt ; 937, pan : 1162, real_pan : 1137
tilt : 938, real_tilt ; 937, pan : 1178, real_pan : 1153
tilt : 938, real_tilt ; 937, pan : 1194, real_pan : 1169
tilt : 938, real_tilt ; 937, pan : 1210, real_pan : 1184
tilt : 938, real_tilt ; 937, pan : 1226, real_pan : 1201
tilt : 938, real_tilt ; 936, pan : 1242, real_pan : 1216
tilt : 938, real_tilt ; 937, pan : 1258, real_pan : 1232
tilt : 938, real_tilt ; 937, pan : 1274, real_pan : 1248
tilt : 938, real_tilt ; 937, pan : 1290, real_pan : 1265
tilt : 938, real_tilt ; 937, pan : 1306, real_pan : 1281
tilt : 938, real_tilt ; 937, pan : 1322, real_pan : 1296
tilt : 938, real_tilt ; 937, pan : 1338, real_pan : 1312
tilt : 938, real_tilt ; 937, pan : 1354, real_pan : 1328
tilt : 954, real_tilt ; 945, pan : 682, real_pan : 1353
tilt : 954, real_tilt ; 952, pan : 698, real_pan : 1286
tilt : 954, real_tilt ; 953, pan : 714, real_pan : 1153
tilt : 954, real_tilt ; 953, pan : 730, real_pan : 1017
tilt : 954, real_tilt ; 953, pan : 746, real_pan : 885
tilt : 954, real_tilt ; 953, pan : 762, real_pan : 782
tilt : 954, real_tilt ; 953, pan : 778, real_pan : 762
tilt : 954, real_tilt ; 952, pan : 794, real_pan : 772
tilt : 954, real_tilt ; 953, pan : 810, real_pan : 787
tilt : 954, real_tilt ; 952, pan : 826, real_pan : 800
tilt : 954, real_tilt ; 953, pan : 842, real_pan : 818
tilt : 954, real_tilt ; 952, pan : 858, real_pan : 834
tilt : 954, real_tilt ; 953, pan : 874, real_pan : 849
tilt : 954, real_tilt ; 953, pan : 890, real_pan : 865
tilt : 954, real_tilt ; 953, pan : 906, real_pan : 880
tilt : 954, real_tilt ; 953, pan : 922, real_pan : 896
tilt : 954, real_tilt ; 952, pan : 938, real_pan : 913
tilt : 954, real_tilt ; 952, pan : 954, real_pan : 929
tilt : 954, real_tilt ; 953, pan : 970, real_pan : 945
tilt : 954, real_tilt ; 953, pan : 986, real_pan : 960
tilt : 954, real_tilt ; 953, pan : 1002, real_pan : 978
tilt : 954, real_tilt ; 953, pan : 1018, real_pan : 992
tilt : 954, real_tilt ; 953, pan : 1034, real_pan : 1010
tilt : 954, real_tilt ; 953, pan : 1050, real_pan : 1024
tilt : 954, real_tilt ; 953, pan : 1066, real_pan : 1041
tilt : 954, real_tilt ; 953, pan : 1082, real_pan : 1057
tilt : 954, real_tilt ; 953, pan : 1098, real_pan : 1073
tilt : 954, real_tilt ; 952, pan : 1114, real_pan : 1089
tilt : 954, real_tilt ; 953, pan : 1130, real_pan : 1105
tilt : 954, real_tilt ; 953, pan : 1146, real_pan : 1120
tilt : 954, real_tilt ; 953, pan : 1162, real_pan : 1137
tilt : 954, real_tilt ; 953, pan : 1178, real_pan : 1152
tilt : 954, real_tilt ; 953, pan : 1194, real_pan : 1168
tilt : 954, real_tilt ; 953, pan : 1210, real_pan : 1184
tilt : 954, real_tilt ; 953, pan : 1226, real_pan : 1201
tilt : 954, real_tilt ; 953, pan : 1242, real_pan : 1216
tilt : 954, real_tilt ; 953, pan : 1258, real_pan : 1232
tilt : 954, real_tilt ; 953, pan : 1274, real_pan : 1248
tilt : 954, real_tilt ; 953, pan : 1290, real_pan : 1265
tilt : 954, real_tilt ; 953, pan : 1306, real_pan : 1281
tilt : 954, real_tilt ; 953, pan : 1322, real_pan : 1296
tilt : 954, real_tilt ; 952, pan : 1338, real_pan : 1313
tilt : 954, real_tilt ; 953, pan : 1354, real_pan : 1328
tilt : 970, real_tilt ; 961, pan : 682, real_pan : 1353
tilt : 970, real_tilt ; 968, pan : 698, real_pan : 1283
tilt : 970, real_tilt ; 969, pan : 714, real_pan : 1150
tilt : 970, real_tilt ; 969, pan : 730, real_pan : 1014
tilt : 970, real_tilt ; 969, pan : 746, real_pan : 883
tilt : 970, real_tilt ; 969, pan : 762, real_pan : 781
tilt : 970, real_tilt ; 969, pan : 778, real_pan : 762
tilt : 970, real_tilt ; 969, pan : 794, real_pan : 773
tilt : 970, real_tilt ; 969, pan : 810, real_pan : 787
tilt : 970, real_tilt ; 969, pan : 826, real_pan : 801
tilt : 970, real_tilt ; 969, pan : 842, real_pan : 818
tilt : 970, real_tilt ; 969, pan : 858, real_pan : 834
tilt : 970, real_tilt ; 969, pan : 874, real_pan : 849
tilt : 970, real_tilt ; 969, pan : 890, real_pan : 865
tilt : 970, real_tilt ; 969, pan : 906, real_pan : 880
tilt : 970, real_tilt ; 969, pan : 922, real_pan : 897
tilt : 970, real_tilt ; 969, pan : 938, real_pan : 914
tilt : 970, real_tilt ; 969, pan : 954, real_pan : 928
tilt : 970, real_tilt ; 969, pan : 970, real_pan : 945
tilt : 970, real_tilt ; 969, pan : 986, real_pan : 961
tilt : 970, real_tilt ; 969, pan : 1002, real_pan : 977
tilt : 970, real_tilt ; 969, pan : 1018, real_pan : 992
tilt : 970, real_tilt ; 969, pan : 1034, real_pan : 1010
tilt : 970, real_tilt ; 969, pan : 1050, real_pan : 1025
tilt : 970, real_tilt ; 969, pan : 1066, real_pan : 1042
tilt : 970, real_tilt ; 969, pan : 1082, real_pan : 1057
tilt : 970, real_tilt ; 969, pan : 1098, real_pan : 1074
tilt : 970, real_tilt ; 969, pan : 1114, real_pan : 1089
tilt : 970, real_tilt ; 969, pan : 1130, real_pan : 1105
tilt : 970, real_tilt ; 969, pan : 1146, real_pan : 1121
tilt : 970, real_tilt ; 969, pan : 1162, real_pan : 1137
tilt : 970, real_tilt ; 969, pan : 1178, real_pan : 1153
tilt : 970, real_tilt ; 969, pan : 1194, real_pan : 1169
tilt : 970, real_tilt ; 969, pan : 1210, real_pan : 1184
tilt : 970, real_tilt ; 969, pan : 1226, real_pan : 1201
tilt : 970, real_tilt ; 969, pan : 1242, real_pan : 1217
tilt : 970, real_tilt ; 969, pan : 1258, real_pan : 1233
tilt : 970, real_tilt ; 969, pan : 1274, real_pan : 1249
tilt : 970, real_tilt ; 969, pan : 1290, real_pan : 1265
tilt : 970, real_tilt ; 969, pan : 1306, real_pan : 1281
tilt : 970, real_tilt ; 969, pan : 1322, real_pan : 1297
tilt : 970, real_tilt ; 968, pan : 1338, real_pan : 1312
tilt : 970, real_tilt ; 969, pan : 1354, real_pan : 1329
tilt : 986, real_tilt ; 978, pan : 682, real_pan : 1352
tilt : 986, real_tilt ; 985, pan : 698, real_pan : 1284
tilt : 986, real_tilt ; 985, pan : 714, real_pan : 1151
tilt : 986, real_tilt ; 985, pan : 730, real_pan : 1014
tilt : 986, real_tilt ; 985, pan : 746, real_pan : 883
tilt : 986, real_tilt ; 985, pan : 762, real_pan : 782
tilt : 986, real_tilt ; 985, pan : 778, real_pan : 762
tilt : 986, real_tilt ; 985, pan : 794, real_pan : 773
tilt : 986, real_tilt ; 985, pan : 810, real_pan : 787
tilt : 986, real_tilt ; 985, pan : 826, real_pan : 801
tilt : 986, real_tilt ; 985, pan : 842, real_pan : 818
tilt : 986, real_tilt ; 985, pan : 858, real_pan : 834
tilt : 986, real_tilt ; 985, pan : 874, real_pan : 850
tilt : 986, real_tilt ; 985, pan : 890, real_pan : 864
tilt : 986, real_tilt ; 985, pan : 906, real_pan : 880
tilt : 986, real_tilt ; 985, pan : 922, real_pan : 897
tilt : 986, real_tilt ; 985, pan : 938, real_pan : 913
tilt : 986, real_tilt ; 985, pan : 954, real_pan : 928
tilt : 986, real_tilt ; 985, pan : 970, real_pan : 946
tilt : 986, real_tilt ; 985, pan : 986, real_pan : 960
tilt : 986, real_tilt ; 985, pan : 1002, real_pan : 978
tilt : 986, real_tilt ; 985, pan : 1018, real_pan : 992
tilt : 986, real_tilt ; 985, pan : 1034, real_pan : 1010
tilt : 986, real_tilt ; 985, pan : 1050, real_pan : 1024
tilt : 986, real_tilt ; 985, pan : 1066, real_pan : 1041
tilt : 986, real_tilt ; 985, pan : 1082, real_pan : 1057
tilt : 986, real_tilt ; 985, pan : 1098, real_pan : 1074
tilt : 986, real_tilt ; 985, pan : 1114, real_pan : 1089
tilt : 986, real_tilt ; 985, pan : 1130, real_pan : 1105
tilt : 986, real_tilt ; 985, pan : 1146, real_pan : 1121
tilt : 986, real_tilt ; 985, pan : 1162, real_pan : 1137
tilt : 986, real_tilt ; 985, pan : 1178, real_pan : 1153
tilt : 986, real_tilt ; 985, pan : 1194, real_pan : 1168
tilt : 986, real_tilt ; 985, pan : 1210, real_pan : 1184
tilt : 986, real_tilt ; 985, pan : 1226, real_pan : 1201
tilt : 986, real_tilt ; 985, pan : 1242, real_pan : 1217
tilt : 986, real_tilt ; 985, pan : 1258, real_pan : 1232
tilt : 986, real_tilt ; 985, pan : 1274, real_pan : 1248
tilt : 986, real_tilt ; 985, pan : 1290, real_pan : 1265
tilt : 986, real_tilt ; 985, pan : 1306, real_pan : 1281
tilt : 986, real_tilt ; 985, pan : 1322, real_pan : 1296
tilt : 986, real_tilt ; 985, pan : 1338, real_pan : 1312
tilt : 986, real_tilt ; 985, pan : 1354, real_pan : 1328
tilt : 1002, real_tilt ; 995, pan : 682, real_pan : 1353
tilt : 1002, real_tilt ; 1000, pan : 698, real_pan : 1286
tilt : 1002, real_tilt ; 1001, pan : 714, real_pan : 1153
tilt : 1002, real_tilt ; 1001, pan : 730, real_pan : 1017
tilt : 1002, real_tilt ; 1001, pan : 746, real_pan : 886
tilt : 1002, real_tilt ; 1001, pan : 762, real_pan : 782
tilt : 1002, real_tilt ; 1001, pan : 778, real_pan : 762
tilt : 1002, real_tilt ; 1001, pan : 794, real_pan : 773
tilt : 1002, real_tilt ; 1001, pan : 810, real_pan : 787
