tilt : 682, real_tilt ; 679, pan : 682, real_pan : 679
tilt : 842, real_tilt ; 839, pan : 762, real_pan : 762
tilt : 842, real_tilt ; 839, pan : 778, real_pan : 778
tilt : 842, real_tilt ; 839, pan : 794, real_pan : 794
tilt : 842, real_tilt ; 839, pan : 810, real_pan : 810
tilt : 842, real_tilt ; 839, pan : 826, real_pan : 826
tilt : 842, real_tilt ; 839, pan : 842, real_pan : 842
tilt : 842, real_tilt ; 839, pan : 858, real_pan : 858
tilt : 842, real_tilt ; 839, pan : 874, real_pan : 873
tilt : 842, real_tilt ; 839, pan : 890, real_pan : 889
tilt : 842, real_tilt ; 839, pan : 906, real_pan : 906
tilt : 842, real_tilt ; 839, pan : 922, real_pan : 922
tilt : 842, real_tilt ; 839, pan : 938, real_pan : 937
tilt : 842, real_tilt ; 839, pan : 954, real_pan : 953
tilt : 842, real_tilt ; 839, pan : 970, real_pan : 969
tilt : 842, real_tilt ; 839, pan : 986, real_pan : 985
tilt : 842, real_tilt ; 839, pan : 1002, real_pan : 1002
tilt : 842, real_tilt ; 839, pan : 1018, real_pan : 1017
tilt : 842, real_tilt ; 839, pan : 1034, real_pan : 1033
tilt : 842, real_tilt ; 839, pan : 1050, real_pan : 1049
tilt : 842, real_tilt ; 839, pan : 1066, real_pan : 1065
tilt : 842, real_tilt ; 839, pan : 1082, real_pan : 1081
tilt : 842, real_tilt ; 839, pan : 1098, real_pan : 1096
tilt : 842, real_tilt ; 839, pan : 1114, real_pan : 1112
tilt : 842, real_tilt ; 839, pan : 1130, real_pan : 1128
tilt : 842, real_tilt ; 839, pan : 1146, real_pan : 1144
tilt : 842, real_tilt ; 839, pan : 1162, real_pan : 1160
tilt : 842, real_tilt ; 839, pan : 1178, real_pan : 1176
tilt : 842, real_tilt ; 839, pan : 1194, real_pan : 1192
tilt : 842, real_tilt ; 839, pan : 1210, real_pan : 1208
tilt : 842, real_tilt ; 839, pan : 1226, real_pan : 1224
tilt : 842, real_tilt ; 839, pan : 1242, real_pan : 1240
tilt : 842, real_tilt ; 839, pan : 1258, real_pan : 1256
tilt : 842, real_tilt ; 839, pan : 1274, real_pan : 1272
tilt : 842, real_tilt ; 839, pan : 1290, real_pan : 1288
tilt : 842, real_tilt ; 839, pan : 1306, real_pan : 1303
tilt : 842, real_tilt ; 839, pan : 1322, real_pan : 1320
tilt : 842, real_tilt ; 839, pan : 1338, real_pan : 1335
tilt : 842, real_tilt ; 839, pan : 1354, real_pan : 1351
tilt : 858, real_tilt ; 856, pan : 682, real_pan : 684
tilt : 858, real_tilt ; 856, pan : 698, real_pan : 697
tilt : 858, real_tilt ; 856, pan : 714, real_pan : 714
tilt : 858, real_tilt ; 856, pan : 730, real_pan : 730
tilt : 858, real_tilt ; 856, pan : 746, real_pan : 747
tilt : 858, real_tilt ; 856, pan : 762, real_pan : 762
tilt : 858, real_tilt ; 856, pan : 778, real_pan : 778
tilt : 858, real_tilt ; 856, pan : 794, real_pan : 794
tilt : 858, real_tilt ; 856, pan : 810, real_pan : 810
tilt : 858, real_tilt ; 856, pan : 826, real_pan : 826
tilt : 858, real_tilt ; 856, pan : 842, real_pan : 839
tilt : 858, real_tilt ; 856, pan : 858, real_pan : 858
tilt : 858, real_tilt ; 856, pan : 874, real_pan : 873
tilt : 858, real_tilt ; 856, pan : 890, real_pan : 889
tilt : 858, real_tilt ; 856, pan : 906, real_pan : 903
tilt : 858, real_tilt ; 856, pan : 922, real_pan : 922
tilt : 858, real_tilt ; 856, pan : 938, real_pan : 938
tilt : 858, real_tilt ; 856, pan : 954, real_pan : 954
tilt : 858, real_tilt ; 856, pan : 970, real_pan : 969
tilt : 858, real_tilt ; 856, pan : 986, real_pan : 986
tilt : 858, real_tilt ; 856, pan : 1002, real_pan : 1001
tilt : 858, real_tilt ; 856, pan : 1018, real_pan : 1018
tilt : 858, real_tilt ; 856, pan : 1034, real_pan : 1033
tilt : 858, real_tilt ; 856, pan : 1050, real_pan : 1049
tilt : 858, real_tilt ; 856, pan : 1066, real_pan : 1065
tilt : 858, real_tilt ; 856, pan : 1082, real_pan : 1081
tilt : 858, real_tilt ; 856, pan : 1098, real_pan : 1097
tilt : 858, real_tilt ; 856, pan : 1114, real_pan : 1112
tilt : 858, real_tilt ; 856, pan : 1130, real_pan : 1128
tilt : 858, real_tilt ; 856, pan : 1146, real_pan : 1144
tilt : 858, real_tilt ; 856, pan : 1162, real_pan : 1160
tilt : 858, real_tilt ; 856, pan : 1178, real_pan : 1176
tilt : 858, real_tilt ; 856, pan : 1194, real_pan : 1192
tilt : 858, real_tilt ; 856, pan : 1210, real_pan : 1208
tilt : 858, real_tilt ; 856, pan : 1226, real_pan : 1224
tilt : 858, real_tilt ; 856, pan : 1242, real_pan : 1240
tilt : 858, real_tilt ; 856, pan : 1258, real_pan : 1255
tilt : 858, real_tilt ; 856, pan : 1274, real_pan : 1272
tilt : 858, real_tilt ; 856, pan : 1290, real_pan : 1287
tilt : 858, real_tilt ; 856, pan : 1306, real_pan : 1304
tilt : 858, real_tilt ; 856, pan : 1322, real_pan : 1319
tilt : 858, real_tilt ; 856, pan : 1338, real_pan : 1336
tilt : 858, real_tilt ; 856, pan : 1354, real_pan : 1351
tilt : 874, real_tilt ; 871, pan : 682, real_pan : 684
tilt : 874, real_tilt ; 871, pan : 698, real_pan : 696
tilt : 874, real_tilt ; 871, pan : 714, real_pan : 714
tilt : 874, real_tilt ; 871, pan : 730, real_pan : 730
tilt : 874, real_tilt ; 871, pan : 746, real_pan : 746
tilt : 874, real_tilt ; 871, pan : 762, real_pan : 762
tilt : 874, real_tilt ; 871, pan : 778, real_pan : 778
tilt : 874, real_tilt ; 871, pan : 794, real_pan : 794
tilt : 874, real_tilt ; 871, pan : 810, real_pan : 810
tilt : 874, real_tilt ; 871, pan : 826, real_pan : 826
tilt : 874, real_tilt ; 871, pan : 842, real_pan : 842
tilt : 874, real_tilt ; 871, pan : 858, real_pan : 858
tilt : 874, real_tilt ; 871, pan : 874, real_pan : 873
tilt : 874, real_tilt ; 871, pan : 890, real_pan : 890
tilt : 874, real_tilt ; 871, pan : 906, real_pan : 906
tilt : 874, real_tilt ; 871, pan : 922, real_pan : 921
tilt : 874, real_tilt ; 871, pan : 938, real_pan : 938
tilt : 874, real_tilt ; 871, pan : 954, real_pan : 953
tilt : 874, real_tilt ; 871, pan : 970, real_pan : 970
tilt : 874, real_tilt ; 871, pan : 986, real_pan : 986
tilt : 874, real_tilt ; 871, pan : 1002, real_pan : 1002
tilt : 874, real_tilt ; 871, pan : 1018, real_pan : 1018
tilt : 874, real_tilt ; 871, pan : 1034, real_pan : 1034
tilt : 874, real_tilt ; 871, pan : 1050, real_pan : 1049
tilt : 874, real_tilt ; 871, pan : 1066, real_pan : 1065
tilt : 874, real_tilt ; 871, pan : 1082, real_pan : 1081
tilt : 874, real_tilt ; 871, pan : 1098, real_pan : 1098
tilt : 874, real_tilt ; 871, pan : 1114, real_pan : 1112
tilt : 874, real_tilt ; 871, pan : 1130, real_pan : 1128
tilt : 874, real_tilt ; 871, pan : 1146, real_pan : 1144
tilt : 874, real_tilt ; 871, pan : 1162, real_pan : 1160
tilt : 874, real_tilt ; 871, pan : 1178, real_pan : 1176
tilt : 874, real_tilt ; 871, pan : 1194, real_pan : 1192
tilt : 874, real_tilt ; 871, pan : 1210, real_pan : 1208
tilt : 874, real_tilt ; 871, pan : 1226, real_pan : 1224
tilt : 874, real_tilt ; 871, pan : 1242, real_pan : 1240
tilt : 874, real_tilt ; 871, pan : 1258, real_pan : 1255
tilt : 874, real_tilt ; 871, pan : 1274, real_pan : 1272
tilt : 874, real_tilt ; 871, pan : 1290, real_pan : 1288
tilt : 874, real_tilt ; 871, pan : 1306, real_pan : 1304
tilt : 874, real_tilt ; 871, pan : 1322, real_pan : 1320
tilt : 874, real_tilt ; 871, pan : 1338, real_pan : 1336
tilt : 874, real_tilt ; 871, pan : 1354, real_pan : 1351
tilt : 890, real_tilt ; 888, pan : 682, real_pan : 684
tilt : 890, real_tilt ; 888, pan : 698, real_pan : 697
tilt : 890, real_tilt ; 888, pan : 714, real_pan : 714
tilt : 890, real_tilt ; 888, pan : 730, real_pan : 730
tilt : 890, real_tilt ; 888, pan : 746, real_pan : 746
tilt : 890, real_tilt ; 888, pan : 762, real_pan : 762
tilt : 890, real_tilt ; 888, pan : 778, real_pan : 778
tilt : 890, real_tilt ; 888, pan : 794, real_pan : 794
tilt : 890, real_tilt ; 888, pan : 810, real_pan : 811
tilt : 890, real_tilt ; 888, pan : 826, real_pan : 826
tilt : 890, real_tilt ; 888, pan : 842, real_pan : 842
tilt : 890, real_tilt ; 888, pan : 858, real_pan : 858
tilt : 890, real_tilt ; 888, pan : 874, real_pan : 874
tilt : 890, real_tilt ; 888, pan : 890, real_pan : 890
tilt : 890, real_tilt ; 888, pan : 906, real_pan : 906
tilt : 890, real_tilt ; 888, pan : 922, real_pan : 922
tilt : 890, real_tilt ; 888, pan : 938, real_pan : 938
tilt : 890, real_tilt ; 888, pan : 954, real_pan : 954
tilt : 890, real_tilt ; 888, pan : 970, real_pan : 970
tilt : 890, real_tilt ; 888, pan : 986, real_pan : 986
tilt : 890, real_tilt ; 888, pan : 1002, real_pan : 1001
tilt : 890, real_tilt ; 888, pan : 1018, real_pan : 1017
tilt : 890, real_tilt ; 888, pan : 1034, real_pan : 1033
tilt : 890, real_tilt ; 888, pan : 1050, real_pan : 1049
tilt : 890, real_tilt ; 888, pan : 1066, real_pan : 1065
tilt : 890, real_tilt ; 888, pan : 1082, real_pan : 1081
tilt : 890, real_tilt ; 888, pan : 1098, real_pan : 1098
tilt : 890, real_tilt ; 888, pan : 1114, real_pan : 1113
tilt : 890, real_tilt ; 888, pan : 1130, real_pan : 1128
tilt : 890, real_tilt ; 888, pan : 1146, real_pan : 1144
tilt : 890, real_tilt ; 888, pan : 1162, real_pan : 1160
tilt : 890, real_tilt ; 888, pan : 1178, real_pan : 1176
tilt : 890, real_tilt ; 888, pan : 1194, real_pan : 1192
tilt : 890, real_tilt ; 888, pan : 1210, real_pan : 1208
tilt : 890, real_tilt ; 888, pan : 1226, real_pan : 1224
tilt : 890, real_tilt ; 888, pan : 1242, real_pan : 1240
tilt : 890, real_tilt ; 888, pan : 1258, real_pan : 1256
tilt : 890, real_tilt ; 888, pan : 1274, real_pan : 1272
tilt : 890, real_tilt ; 888, pan : 1290, real_pan : 1288
tilt : 890, real_tilt ; 888, pan : 1306, real_pan : 1304
tilt : 890, real_tilt ; 888, pan : 1322, real_pan : 1320
tilt : 890, real_tilt ; 888, pan : 1338, real_pan : 1335
tilt : 890, real_tilt ; 888, pan : 1354, real_pan : 1351
tilt : 906, real_tilt ; 904, pan : 682, real_pan : 684
tilt : 906, real_tilt ; 904, pan : 698, real_pan : 697
tilt : 906, real_tilt ; 904, pan : 714, real_pan : 715
tilt : 906, real_tilt ; 904, pan : 730, real_pan : 730
tilt : 906, real_tilt ; 904, pan : 746, real_pan : 746
tilt : 906, real_tilt ; 904, pan : 762, real_pan : 762
tilt : 906, real_tilt ; 904, pan : 778, real_pan : 778
tilt : 906, real_tilt ; 904, pan : 794, real_pan : 794
tilt : 906, real_tilt ; 904, pan : 810, real_pan : 811
tilt : 906, real_tilt ; 904, pan : 826, real_pan : 826
tilt : 906, real_tilt ; 904, pan : 842, real_pan : 842
tilt : 906, real_tilt ; 904, pan : 858, real_pan : 858
tilt : 906, real_tilt ; 904, pan : 874, real_pan : 873
tilt : 906, real_tilt ; 904, pan : 890, real_pan : 889
tilt : 906, real_tilt ; 904, pan : 906, real_pan : 906
tilt : 906, real_tilt ; 904, pan : 922, real_pan : 922
tilt : 906, real_tilt ; 904, pan : 938, real_pan : 937
tilt : 906, real_tilt ; 904, pan : 954, real_pan : 953
tilt : 906, real_tilt ; 904, pan : 970, real_pan : 969
tilt : 906, real_tilt ; 904, pan : 986, real_pan : 986
tilt : 906, real_tilt ; 904, pan : 1002, real_pan : 1001
tilt : 906, real_tilt ; 904, pan : 1018, real_pan : 1018
tilt : 906, real_tilt ; 904, pan : 1034, real_pan : 1033
tilt : 906, real_tilt ; 904, pan : 1050, real_pan : 1049
tilt : 906, real_tilt ; 904, pan : 1066, real_pan : 1065
tilt : 906, real_tilt ; 904, pan : 1082, real_pan : 1081
tilt : 906, real_tilt ; 904, pan : 1098, real_pan : 1096
tilt : 906, real_tilt ; 904, pan : 1114, real_pan : 1112
tilt : 906, real_tilt ; 904, pan : 1130, real_pan : 1128
tilt : 906, real_tilt ; 904, pan : 1146, real_pan : 1144
tilt : 906, real_tilt ; 904, pan : 1162, real_pan : 1160
tilt : 906, real_tilt ; 904, pan : 1178, real_pan : 1176
tilt : 906, real_tilt ; 904, pan : 1194, real_pan : 1191
tilt : 906, real_tilt ; 904, pan : 1210, real_pan : 1207
tilt : 906, real_tilt ; 904, pan : 1226, real_pan : 1224
tilt : 906, real_tilt ; 904, pan : 1242, real_pan : 1240
tilt : 906, real_tilt ; 904, pan : 1258, real_pan : 1256
tilt : 906, real_tilt ; 904, pan : 1274, real_pan : 1272
tilt : 906, real_tilt ; 904, pan : 1290, real_pan : 1288
tilt : 906, real_tilt ; 904, pan : 1306, real_pan : 1304
tilt : 906, real_tilt ; 904, pan : 1322, real_pan : 1320
tilt : 906, real_tilt ; 904, pan : 1338, real_pan : 1336
tilt : 906, real_tilt ; 904, pan : 1354, real_pan : 1351
tilt : 922, real_tilt ; 920, pan : 682, real_pan : 684
tilt : 922, real_tilt ; 920, pan : 698, real_pan : 697
tilt : 922, real_tilt ; 920, pan : 714, real_pan : 714
tilt : 922, real_tilt ; 920, pan : 730, real_pan : 730
tilt : 922, real_tilt ; 920, pan : 746, real_pan : 746
tilt : 922, real_tilt ; 920, pan : 762, real_pan : 762
tilt : 922, real_tilt ; 920, pan : 778, real_pan : 778
tilt : 922, real_tilt ; 920, pan : 794, real_pan : 794
tilt : 922, real_tilt ; 920, pan : 810, real_pan : 810
tilt : 922, real_tilt ; 920, pan : 826, real_pan : 826
tilt : 922, real_tilt ; 920, pan : 842, real_pan : 842
tilt : 922, real_tilt ; 920, pan : 858, real_pan : 858
tilt : 922, real_tilt ; 920, pan : 874, real_pan : 874
tilt : 922, real_tilt ; 920, pan : 890, real_pan : 890
tilt : 922, real_tilt ; 920, pan : 906, real_pan : 906
tilt : 922, real_tilt ; 920, pan : 922, real_pan : 922
tilt : 922, real_tilt ; 920, pan : 938, real_pan : 938
tilt : 922, real_tilt ; 920, pan : 954, real_pan : 953
tilt : 922, real_tilt ; 920, pan : 970, real_pan : 969
tilt : 922, real_tilt ; 920, pan : 986, real_pan : 986
tilt : 922, real_tilt ; 920, pan : 1002, real_pan : 1001
tilt : 922, real_tilt ; 920, pan : 1018, real_pan : 1017
tilt : 922, real_tilt ; 920, pan : 1034, real_pan : 1033
tilt : 922, real_tilt ; 920, pan : 1050, real_pan : 1049
tilt : 922, real_tilt ; 920, pan : 1066, real_pan : 1065
tilt : 922, real_tilt ; 920, pan : 1082, real_pan : 1081
tilt : 922, real_tilt ; 920, pan : 1098, real_pan : 1098
tilt : 922, real_tilt ; 920, pan : 1114, real_pan : 1113
tilt : 922, real_tilt ; 920, pan : 1130, real_pan : 1128
tilt : 922, real_tilt ; 920, pan : 1146, real_pan : 1144
tilt : 922, real_tilt ; 920, pan : 1162, real_pan : 1160
tilt : 922, real_tilt ; 920, pan : 1178, real_pan : 1176
tilt : 922, real_tilt ; 920, pan : 1194, real_pan : 1192
tilt : 922, real_tilt ; 920, pan : 1210, real_pan : 1208
tilt : 922, real_tilt ; 920, pan : 1226, real_pan : 1223
tilt : 922, real_tilt ; 920, pan : 1242, real_pan : 1240
tilt : 922, real_tilt ; 920, pan : 1258, real_pan : 1256
tilt : 922, real_tilt ; 920, pan : 1274, real_pan : 1272
tilt : 922, real_tilt ; 920, pan : 1290, real_pan : 1288
tilt : 922, real_tilt ; 920, pan : 1306, real_pan : 1303
tilt : 922, real_tilt ; 920, pan : 1322, real_pan : 1319
tilt : 922, real_tilt ; 920, pan : 1338, real_pan : 1336
tilt : 922, real_tilt ; 920, pan : 1354, real_pan : 1352
tilt : 938, real_tilt ; 936, pan : 682, real_pan : 684
tilt : 938, real_tilt ; 936, pan : 698, real_pan : 697
tilt : 938, real_tilt ; 936, pan : 714, real_pan : 714
tilt : 938, real_tilt ; 936, pan : 730, real_pan : 730
tilt : 938, real_tilt ; 936, pan : 746, real_pan : 747
tilt : 938, real_tilt ; 936, pan : 762, real_pan : 762
tilt : 938, real_tilt ; 936, pan : 778, real_pan : 778
tilt : 938, real_tilt ; 936, pan : 794, real_pan : 794
tilt : 938, real_tilt ; 936, pan : 810, real_pan : 810
tilt : 938, real_tilt ; 936, pan : 826, real_pan : 826
tilt : 938, real_tilt ; 936, pan : 842, real_pan : 842
tilt : 938, real_tilt ; 936, pan : 858, real_pan : 858
tilt : 938, real_tilt ; 936, pan : 874, real_pan : 874
tilt : 938, real_tilt ; 936, pan : 890, real_pan : 890
tilt : 938, real_tilt ; 936, pan : 906, real_pan : 906
tilt : 938, real_tilt ; 936, pan : 922, real_pan : 922
tilt : 938, real_tilt ; 936, pan : 938, real_pan : 937
tilt : 938, real_tilt ; 936, pan : 954, real_pan : 953
tilt : 938, real_tilt ; 936, pan : 970, real_pan : 970
tilt : 938, real_tilt ; 936, pan : 986, real_pan : 985
tilt : 938, real_tilt ; 936, pan : 1002, real_pan : 1001
tilt : 938, real_tilt ; 936, pan : 1018, real_pan : 1018
tilt : 938, real_tilt ; 936, pan : 1034, real_pan : 1034
tilt : 938, real_tilt ; 936, pan : 1050, real_pan : 1049
tilt : 938, real_tilt ; 936, pan : 1066, real_pan : 1066
tilt : 938, real_tilt ; 936, pan : 1082, real_pan : 1081
tilt : 938, real_tilt ; 936, pan : 1098, real_pan : 1098
tilt : 938, real_tilt ; 936, pan : 1114, real_pan : 1113
tilt : 938, real_tilt ; 936, pan : 1130, real_pan : 1128
tilt : 938, real_tilt ; 936, pan : 1146, real_pan : 1144
tilt : 938, real_tilt ; 936, pan : 1162, real_pan : 1160
tilt : 938, real_tilt ; 936, pan : 1178, real_pan : 1176
tilt : 938, real_tilt ; 936, pan : 1194, real_pan : 1192
tilt : 938, real_tilt ; 936, pan : 1210, real_pan : 1208
tilt : 938, real_tilt ; 936, pan : 1226, real_pan : 1224
tilt : 938, real_tilt ; 936, pan : 1242, real_pan : 1239
tilt : 938, real_tilt ; 936, pan : 1258, real_pan : 1256
tilt : 938, real_tilt ; 936, pan : 1274, real_pan : 1272
tilt : 938, real_tilt ; 936, pan : 1290, real_pan : 1288
tilt : 938, real_tilt ; 936, pan : 1306, real_pan : 1303
tilt : 938, real_tilt ; 936, pan : 1322, real_pan : 1320
tilt : 938, real_tilt ; 936, pan : 1338, real_pan : 1336
tilt : 938, real_tilt ; 936, pan : 1354, real_pan : 1351
tilt : 954, real_tilt ; 952, pan : 682, real_pan : 684
tilt : 954, real_tilt ; 952, pan : 698, real_pan : 696
tilt : 954, real_tilt ; 952, pan : 714, real_pan : 714
tilt : 954, real_tilt ; 952, pan : 730, real_pan : 730
tilt : 954, real_tilt ; 952, pan : 746, real_pan : 747
tilt : 954, real_tilt ; 952, pan : 762, real_pan : 762
tilt : 954, real_tilt ; 952, pan : 778, real_pan : 778
tilt : 954, real_tilt ; 952, pan : 794, real_pan : 794
tilt : 954, real_tilt ; 952, pan : 810, real_pan : 811
tilt : 954, real_tilt ; 952, pan : 826, real_pan : 826
tilt : 954, real_tilt ; 952, pan : 842, real_pan : 842
tilt : 954, real_tilt ; 952, pan : 858, real_pan : 859
tilt : 954, real_tilt ; 952, pan : 874, real_pan : 874
tilt : 954, real_tilt ; 952, pan : 890, real_pan : 890
tilt : 954, real_tilt ; 952, pan : 906, real_pan : 906
tilt : 954, real_tilt ; 952, pan : 922, real_pan : 921
tilt : 954, real_tilt ; 952, pan : 938, real_pan : 938
tilt : 954, real_tilt ; 952, pan : 954, real_pan : 953
tilt : 954, real_tilt ; 952, pan : 970, real_pan : 969
tilt : 954, real_tilt ; 952, pan : 986, real_pan : 986
tilt : 954, real_tilt ; 952, pan : 1002, real_pan : 1001
tilt : 954, real_tilt ; 952, pan : 1018, real_pan : 1017
tilt : 954, real_tilt ; 952, pan : 1034, real_pan : 1034
tilt : 954, real_tilt ; 952, pan : 1050, real_pan : 1047
tilt : 954, real_tilt ; 952, pan : 1066, real_pan : 1065
tilt : 954, real_tilt ; 952, pan : 1082, real_pan : 1081
tilt : 954, real_tilt ; 952, pan : 1098, real_pan : 1097
tilt : 954, real_tilt ; 952, pan : 1114, real_pan : 1113
tilt : 954, real_tilt ; 952, pan : 1130, real_pan : 1128
tilt : 954, real_tilt ; 952, pan : 1146, real_pan : 1144
tilt : 954, real_tilt ; 952, pan : 1162, real_pan : 1160
tilt : 954, real_tilt ; 952, pan : 1178, real_pan : 1176
tilt : 954, real_tilt ; 952, pan : 1194, real_pan : 1192
tilt : 954, real_tilt ; 952, pan : 1210, real_pan : 1208
tilt : 954, real_tilt ; 952, pan : 1226, real_pan : 1224
tilt : 954, real_tilt ; 952, pan : 1242, real_pan : 1239
tilt : 954, real_tilt ; 952, pan : 1258, real_pan : 1256
tilt : 954, real_tilt ; 952, pan : 1274, real_pan : 1272
tilt : 954, real_tilt ; 952, pan : 1290, real_pan : 1287
tilt : 954, real_tilt ; 952, pan : 1306, real_pan : 1304
tilt : 954, real_tilt ; 952, pan : 1322, real_pan : 1319
tilt : 954, real_tilt ; 952, pan : 1338, real_pan : 1336
tilt : 954, real_tilt ; 952, pan : 1354, real_pan : 1351
tilt : 970, real_tilt ; 968, pan : 682, real_pan : 684
tilt : 970, real_tilt ; 968, pan : 698, real_pan : 698
tilt : 970, real_tilt ; 968, pan : 714, real_pan : 714
tilt : 970, real_tilt ; 968, pan : 730, real_pan : 730
tilt : 970, real_tilt ; 968, pan : 746, real_pan : 746
tilt : 970, real_tilt ; 968, pan : 762, real_pan : 762
tilt : 970, real_tilt ; 968, pan : 778, real_pan : 778
tilt : 970, real_tilt ; 968, pan : 794, real_pan : 794
tilt : 970, real_tilt ; 968, pan : 810, real_pan : 810
tilt : 970, real_tilt ; 968, pan : 826, real_pan : 826
tilt : 970, real_tilt ; 968, pan : 842, real_pan : 843
tilt : 970, real_tilt ; 968, pan : 858, real_pan : 858
tilt : 970, real_tilt ; 968, pan : 874, real_pan : 874
tilt : 970, real_tilt ; 968, pan : 890, real_pan : 889
tilt : 970, real_tilt ; 968, pan : 906, real_pan : 906
tilt : 970, real_tilt ; 968, pan : 922, real_pan : 922
tilt : 970, real_tilt ; 968, pan : 938, real_pan : 937
tilt : 970, real_tilt ; 968, pan : 954, real_pan : 953
tilt : 970, real_tilt ; 968, pan : 970, real_pan : 969
tilt : 970, real_tilt ; 968, pan : 986, real_pan : 986
tilt : 970, real_tilt ; 968, pan : 1002, real_pan : 1001
tilt : 970, real_tilt ; 968, pan : 1018, real_pan : 1018
tilt : 970, real_tilt ; 968, pan : 1034, real_pan : 1034
tilt : 970, real_tilt ; 968, pan : 1050, real_pan : 1049
tilt : 970, real_tilt ; 968, pan : 1066, real_pan : 1065
tilt : 970, real_tilt ; 968, pan : 1082, real_pan : 1082
tilt : 970, real_tilt ; 968, pan : 1098, real_pan : 1097
tilt : 970, real_tilt ; 968, pan : 1114, real_pan : 1113
tilt : 970, real_tilt ; 968, pan : 1130, real_pan : 1128
tilt : 970, real_tilt ; 968, pan : 1146, real_pan : 1144
tilt : 970, real_tilt ; 968, pan : 1162, real_pan : 1160
tilt : 970, real_tilt ; 968, pan : 1178, real_pan : 1176
tilt : 970, real_tilt ; 968, pan : 1194, real_pan : 1192
tilt : 970, real_tilt ; 968, pan : 1210, real_pan : 1208
tilt : 970, real_tilt ; 968, pan : 1226, real_pan : 1224
tilt : 970, real_tilt ; 968, pan : 1242, real_pan : 1240
tilt : 970, real_tilt ; 968, pan : 1258, real_pan : 1256
tilt : 970, real_tilt ; 968, pan : 1274, real_pan : 1272
tilt : 970, real_tilt ; 968, pan : 1290, real_pan : 1287
tilt : 970, real_tilt ; 968, pan : 1306, real_pan : 1304
tilt : 970, real_tilt ; 968, pan : 1322, real_pan : 1320
tilt : 970, real_tilt ; 968, pan : 1338, real_pan : 1336
tilt : 970, real_tilt ; 968, pan : 1354, real_pan : 1351
tilt : 986, real_tilt ; 983, pan : 682, real_pan : 684
tilt : 986, real_tilt ; 983, pan : 698, real_pan : 695
tilt : 986, real_tilt ; 983, pan : 714, real_pan : 714
tilt : 986, real_tilt ; 983, pan : 730, real_pan : 730
tilt : 986, real_tilt ; 983, pan : 746, real_pan : 746
tilt : 986, real_tilt ; 983, pan : 762, real_pan : 762
tilt : 986, real_tilt ; 983, pan : 778, real_pan : 778
tilt : 986, real_tilt ; 983, pan : 794, real_pan : 794
tilt : 986, real_tilt ; 983, pan : 810, real_pan : 810
tilt : 986, real_tilt ; 983, pan : 826, real_pan : 826
tilt : 986, real_tilt ; 983, pan : 842, real_pan : 842
tilt : 986, real_tilt ; 983, pan : 858, real_pan : 858
tilt : 986, real_tilt ; 983, pan : 874, real_pan : 874
tilt : 986, real_tilt ; 983, pan : 890, real_pan : 890
tilt : 986, real_tilt ; 983, pan : 906, real_pan : 906
tilt : 986, real_tilt ; 983, pan : 922, real_pan : 922
tilt : 986, real_tilt ; 983, pan : 938, real_pan : 937
tilt : 986, real_tilt ; 983, pan : 954, real_pan : 953
tilt : 986, real_tilt ; 983, pan : 970, real_pan : 969
tilt : 986, real_tilt ; 983, pan : 986, real_pan : 986
tilt : 986, real_tilt ; 983, pan : 1002, real_pan : 1001
tilt : 986, real_tilt ; 983, pan : 1018, real_pan : 1018
tilt : 986, real_tilt ; 983, pan : 1034, real_pan : 1031
tilt : 986, real_tilt ; 983, pan : 1050, real_pan : 1049
tilt : 986, real_tilt ; 983, pan : 1066, real_pan : 1066
tilt : 986, real_tilt ; 983, pan : 1082, real_pan : 1082
tilt : 986, real_tilt ; 983, pan : 1098, real_pan : 1098
tilt : 986, real_tilt ; 983, pan : 1114, real_pan : 1113
tilt : 986, real_tilt ; 983, pan : 1130, real_pan : 1128
tilt : 986, real_tilt ; 983, pan : 1146, real_pan : 1144
tilt : 986, real_tilt ; 983, pan : 1162, real_pan : 1160
tilt : 986, real_tilt ; 983, pan : 1178, real_pan : 1176
tilt : 986, real_tilt ; 983, pan : 1194, real_pan : 1192
tilt : 986, real_tilt ; 983, pan : 1210, real_pan : 1208
tilt : 986, real_tilt ; 983, pan : 1226, real_pan : 1224
tilt : 986, real_tilt ; 983, pan : 1242, real_pan : 1240
tilt : 986, real_tilt ; 983, pan : 1258, real_pan : 1255
tilt : 986, real_tilt ; 983, pan : 1274, real_pan : 1272
tilt : 986, real_tilt ; 983, pan : 1290, real_pan : 1288
tilt : 986, real_tilt ; 983, pan : 1306, real_pan : 1304
tilt : 986, real_tilt ; 983, pan : 1322, real_pan : 1320
tilt : 986, real_tilt ; 983, pan : 1338, real_pan : 1336
tilt : 986, real_tilt ; 983, pan : 1354, real_pan : 1351
tilt : 1002, real_tilt ; 1000, pan : 682, real_pan : 684
tilt : 1002, real_tilt ; 1000, pan : 698, real_pan : 698
tilt : 1002, real_tilt ; 1000, pan : 714, real_pan : 714
tilt : 1002, real_tilt ; 1000, pan : 730, real_pan : 730
tilt : 1002, real_tilt ; 1000, pan : 746, real_pan : 747
tilt : 1002, real_tilt ; 1000, pan : 762, real_pan : 762
tilt : 1002, real_tilt ; 1000, pan : 778, real_pan : 778
tilt : 1002, real_tilt ; 1000, pan : 794, real_pan : 794
tilt : 1002, real_tilt ; 1000, pan : 810, real_pan : 810
tilt : 1002, real_tilt ; 1000, pan : 826, real_pan : 826
